Date,Transaction ID,Payment Type,Shipping tier,Total revenue,
20251208,4203228,(not set),(not set),629.980001,
20251104,4149822,(not set),(not set),629.979999,
20251114,4177858,(not set),(not set),629.979998,
20251221,4218183,(not set),(not set),629.969999,
20251115,4178322,(not set),(not set),629.960002,
20251205,4200118,(not set),(not set),629.960002,
20251218,4214856,(not set),(not set),629.959998,
20260106,4238435,(not set),(not set),629.89,
20251121,4184763,(not set),(not set),629.889999,
20251214,4209472,(not set),(not set),629.889999,
20251216,4212686,(not set),(not set),629.889998,
20251216,4211857,(not set),(not set),629.880002,
20251107,4162615,(not set),(not set),629.870002,
20251029,4134123,(not set),(not set),629.87,
20251203,4198149,(not set),(not set),629.570001,
20251212,4207734,(not set),(not set),629.57,
20251107,4162953,(not set),(not set),629.520001,
20251219,4216410,(not set),(not set),629.470001,
20251110,4172529,(not set),(not set),629.180002,
20251226,4221422,(not set),(not set),629.17,
20251122,4185181,(not set),(not set),628.970001,
20260101,4225583,(not set),(not set),628.970001,
20251212,4208100,(not set),(not set),628.880001,
20260110,4242043,(not set),(not set),628.880001,
20251110,4172503,(not set),(not set),628.869998,
20251022,4128559,(not set),(not set),628.66,
20251018,4123051,(not set),(not set),628.469999,
20251018,4123180,(not set),(not set),628.469999,
20251111,4173378,(not set),(not set),628.27,
20251130,4194063,(not set),(not set),627.98,
20260108,4240274,(not set),(not set),627.98,
20251108,4168272,(not set),(not set),627.970001,
20251209,4203543,(not set),(not set),627.960001,
20251228,4223179,(not set),(not set),627.480002,
20251208,4203017,(not set),(not set),627.48,
20260114,4246435,(not set),(not set),627.479998,
20251230,4224859,(not set),(not set),627.430002,
20251103,4138734,(not set),(not set),626.98,
20251106,4161825,(not set),(not set),626.969999,
20251231,4225073,(not set),(not set),626.959998,
20251223,4220171,(not set),(not set),626.570001,
20251228,4222972,(not set),(not set),625.970001,
20251106,4161787,(not set),(not set),625.97,
20251210,4205838,(not set),(not set),625.97,
20251107,4165885,(not set),(not set),625.969999,
20251122,4185437,(not set),(not set),625.960001,
20260110,4242436,(not set),(not set),625.960001,
20251229,4224050,(not set),(not set),625.96,
20251207,4201568,(not set),(not set),625.959999,
20251027,4132130,(not set),(not set),625.890001,
20251016,4118923,(not set),(not set),625.649998,
20251102,4137257,(not set),(not set),625.449999,
20251215,4211405,(not set),(not set),624.980001,
20251217,4214381,(not set),(not set),624.969999,
20251018,4123067,(not set),(not set),624.660002,
20260113,4246187,(not set),(not set),624.579999,
20251028,4132931,(not set),(not set),624.470001,
20251102,4137596,(not set),(not set),624.460001,
20251224,4220363,(not set),(not set),624.460001,
20251212,4207345,(not set),(not set),623.980001,
20251202,4195897,(not set),(not set),623.969999,
20251116,4179087,(not set),(not set),623.969998,
20251213,4207939,(not set),(not set),623.960001,
20251217,4207939,(not set),(not set),623.959996,
20251130,4194406,(not set),(not set),623.929999,
20251024,4130009,(not set),(not set),623.880002,
20251030,4134907,(not set),(not set),623.879999,
20251125,4187653,(not set),(not set),623.879999,
20251116,4179559,(not set),(not set),623.849998,
20251024,4129648,(not set),(not set),623.760002,
20251020,4126547,(not set),(not set),623.470001,
20251121,4184446,(not set),(not set),623.280001,
20251202,4196315,(not set),(not set),622.979999,
20251211,4206101,(not set),(not set),622.960002,
20251125,4188835,(not set),(not set),622.959998,
20251204,4199016,(not set),(not set),622.889999,
20251222,4219416,(not set),(not set),622.889999,
20251214,4210096,(not set),(not set),622.86,
20251107,4163049,(not set),(not set),622.76,
20251129,4193260,(not set),(not set),622.479998,
20251219,4216726,(not set),(not set),622.470002,
20251204,4198621,(not set),(not set),622.470001,
20251021,4127141,(not set),(not set),621.980001,
20251022,4128067,(not set),(not set),621.979999,
20251028,4132915,(not set),(not set),621.979999,
20251210,4205485,(not set),(not set),621.970001,
20251221,4218129,(not set),(not set),621.970001,
20260105,4236928,(not set),(not set),621.969999,
20251209,4203958,(not set),(not set),621.880002,
20251209,4203850,(not set),(not set),621.700001,
20251206,4200685,(not set),(not set),621.449999,
20251224,4220568,(not set),(not set),620.979999,
20251222,4218881,(not set),(not set),620.480002,
20251027,4132059,(not set),(not set),620.459999,
20260113,4245218,(not set),(not set),619.980001,
20251212,4207389,(not set),(not set),619.98,
20251213,4208898,(not set),(not set),619.98,
20251224,4220532,(not set),(not set),619.98,
20251207,4201390,(not set),(not set),619.979998,
20251214,4210126,(not set),(not set),619.979998,
20251118,4181025,(not set),(not set),619.97,
20251105,4150736,(not set),(not set),619.909999,
20251106,4161780,(not set),(not set),619.890002,
20260110,4241961,(not set),(not set),619.879999,
20260111,4242750,(not set),(not set),619.879999,
20251015,4118027,(not set),(not set),619.470001,
20251021,4127521,(not set),(not set),619.470001,
20251021,4127594,(not set),(not set),619.470001,
20251019,4125260,(not set),(not set),619.469998,
20251101,4136916,(not set),(not set),619.359999,
20251117,4180070,(not set),(not set),618.990002,
20251112,4175153,(not set),(not set),618.980001,
20251116,4179002,(not set),(not set),618.980001,
20251107,4164379,(not set),(not set),618.979999,
20251121,4184869,(not set),(not set),618.979999,
20251114,4177504,(not set),(not set),618.970001,
20251214,4209679,(not set),(not set),618.880001,
20251119,4182243,(not set),(not set),618.879999,
20251107,4165914,(not set),(not set),618.770002,
20251222,4218768,(not set),(not set),618.48,
20251215,4210571,(not set),(not set),617.980002,
20251215,4211489,(not set),(not set),617.980002,
20251124,4187474,(not set),(not set),617.98,
20251208,4202470,(not set),(not set),617.979998,
20251214,4209715,(not set),(not set),617.970002,
20251204,4198492,(not set),(not set),617.970001,
20251215,4210385,(not set),(not set),617.970001,
20260105,4234615,(not set),(not set),617.970001,
20251207,4202049,(not set),(not set),617.97,
20251220,4216930,(not set),(not set),617.97,
20251218,4215381,(not set),(not set),617.969999,
20251128,4192298,(not set),(not set),617.969998,
20251231,4224903,(not set),(not set),617.969998,
20251216,4212510,(not set),(not set),617.959998,
20251216,4212562,(not set),(not set),617.959998,
20251213,4208497,(not set),(not set),617.880002,
20251107,4164587,(not set),(not set),617.88,
20251026,4131052,(not set),(not set),617.769999,
20251204,4199024,(not set),(not set),617.480001,
20251211,4206613,(not set),(not set),617.460001,
20251216,4212746,(not set),(not set),616.959999,
20251020,4125989,(not set),(not set),616.459998,
20251115,4178955,(not set),(not set),615.97,
20251208,4202233,(not set),(not set),615.550001,
20251024,4129724,(not set),(not set),615.54,
20251105,4150789,(not set),(not set),615.479998,
20251218,4215370,(not set),(not set),615.470001,
20251201,4195598,(not set),(not set),614.98,
20251214,4209377,(not set),(not set),614.870002,
20251109,4170032,(not set),(not set),614.87,
20251202,4196638,(not set),(not set),614.87,
20251210,4205021,(not set),(not set),614.87,
20260102,4227021,(not set),(not set),614.87,
20251207,4201314,(not set),(not set),614.869999,
20251206,4201095,(not set),(not set),614.580002,
20251209,4204039,(not set),(not set),614.560002,
20260113,4245511,(not set),(not set),614.419998,
20251030,4134656,(not set),(not set),613.969999,
20260108,4240253,(not set),(not set),613.969999,
20251017,4120670,(not set),(not set),613.959999,
20251202,4195938,(not set),(not set),613.94,
20251109,4170518,(not set),(not set),612.970001,
20251112,4170518,(not set),(not set),612.970001,
20251127,4190734,(not set),(not set),612.97,
20251123,4186187,(not set),(not set),612.960002,
20251117,4180416,(not set),(not set),612.870002,
20251029,4133718,(not set),(not set),612.850002,
20251029,4133873,(not set),(not set),612.479999,
20260105,4235742,(not set),(not set),612.460001,
20251023,4129085,(not set),(not set),612.459999,
20251023,4129089,(not set),(not set),612.459999,
20251022,4128583,(not set),(not set),612.040001,
20251129,4194018,(not set),(not set),611.980002,
20251214,4209447,(not set),(not set),611.980002,
20251214,4209693,(not set),(not set),611.980002,
20251223,4220230,(not set),(not set),611.980002,
20251227,4222383,(not set),(not set),611.980002,
20260102,4227117,(not set),(not set),611.980002,
20260115,4248121,(not set),(not set),611.980002,
20251109,4170613,(not set),(not set),611.980001,
20251115,4178704,(not set),(not set),611.980001,
20251128,4192920,(not set),(not set),611.980001,
20260112,4244493,(not set),(not set),611.980001,
20251209,4203724,(not set),(not set),611.98,
20251213,4208666,(not set),(not set),611.98,
20260114,4247262,(not set),(not set),611.98,
20251103,4138750,(not set),(not set),611.979999,
20251107,4162628,(not set),(not set),611.979999,
20251107,4164906,(not set),(not set),611.979999,
20251208,4162628,(not set),(not set),611.979999,
20251208,4203383,(not set),(not set),611.979999,
20251221,4218081,(not set),(not set),611.979999,
20260104,4232316,(not set),(not set),611.979999,
20251101,4136600,(not set),(not set),611.979998,
20251104,4139068,(not set),(not set),611.979998,
20251120,4183070,(not set),(not set),611.979998,
20251120,4183462,(not set),(not set),611.979998,
20251216,4211830,(not set),(not set),611.979998,
20251106,4162338,(not set),(not set),611.970002,
20251109,4169868,(not set),(not set),611.970002,
20251222,4219131,(not set),(not set),611.970002,
20260108,4240147,(not set),(not set),611.970001,
20251107,4167181,(not set),(not set),611.97,
20251207,4201793,(not set),(not set),611.969999,
20251217,4213991,(not set),(not set),611.969999,
20260103,4229184,(not set),(not set),611.969999,
20251206,4200810,(not set),(not set),611.969998,
20251103,4138352,(not set),(not set),611.46,
20251015,4117810,(not set),(not set),611.36,
20251113,4176472,(not set),(not set),610.969999,
20251126,4189290,(not set),(not set),610.969998,
20260107,4239320,(not set),(not set),610.969998,
20260114,4246677,(not set),(not set),610.710001,
20251105,4150418,(not set),(not set),610.570001,
20251203,4197920,(not set),(not set),610.569998,
20251221,4218150,(not set),(not set),610.49,
20251114,4178054,(not set),(not set),610.480002,
20251015,4118022,(not set),(not set),610.100001,
20251103,4138797,(not set),(not set),610.06,
20260104,4233077,(not set),(not set),610.000002,
20251227,4222042,(not set),(not set),609.990001,
20251119,4182601,(not set),(not set),609.980001,
20251102,4137245,(not set),(not set),609.960002,
20251210,4204811,(not set),(not set),609.960001,
20251127,4191259,(not set),(not set),609.96,
20251209,4204647,(not set),(not set),609.96,
20251021,4127286,(not set),(not set),609.949999,
20251203,4197175,(not set),(not set),609.479999,
20251216,4212261,(not set),(not set),609.460001,
20251106,4162276,(not set),(not set),609.159999,
20251210,4204923,(not set),(not set),608.980002,
20251203,4197692,(not set),(not set),608.949999,
20260114,4247455,(not set),(not set),608.880001,
20251207,4201272,(not set),(not set),608.859998,
20251108,4168039,(not set),(not set),608.789999,
20251129,4193270,(not set),(not set),608.789998,
20251207,4201318,(not set),(not set),608.579999,
20251220,4217331,(not set),(not set),608.449999,
20251031,4135834,(not set),(not set),608.349998,
20251031,4135850,(not set),(not set),608.349998,
20251219,4216620,(not set),(not set),608.079999,
20251029,4133461,(not set),(not set),607.980001,
20251212,4207315,(not set),(not set),607.980001,
20251117,4180371,(not set),(not set),607.970001,
20251121,4184096,(not set),(not set),607.97,
20260101,4225759,(not set),(not set),607.97,
20251203,4197675,(not set),(not set),607.969999,
20251213,4209048,(not set),(not set),607.969999,
20251208,4202548,(not set),(not set),607.960002,
20251028,4132940,(not set),(not set),607.95,
20260103,4230206,(not set),(not set),607.880001,
20251028,4132708,(not set),(not set),607.769999,
20251101,4136472,(not set),(not set),607.469998,
20251209,4203559,(not set),(not set),606.970002,
20251207,4201845,(not set),(not set),606.97,
20251103,4138808,(not set),(not set),606.969999,
20260113,4246100,(not set),(not set),606.969998,
20251019,4125252,(not set),(not set),606.96,
20251102,4137528,(not set),(not set),606.96,
20251113,4176837,(not set),(not set),606.96,
20251017,4121030,(not set),(not set),606.959999,
20260101,4225507,(not set),(not set),606.890001,
20251216,4212111,(not set),(not set),606.859998,
20251102,4137261,(not set),(not set),606.759999,
20251216,4212188,(not set),(not set),606.480002,
20251030,4135005,(not set),(not set),605.980001,
20251030,4135009,(not set),(not set),605.980001,
20251107,4164320,(not set),(not set),605.979999,
20251218,4214926,(not set),(not set),605.979999,
20260112,4244013,(not set),(not set),605.979998,
20251201,4195191,(not set),(not set),605.970002,
20251209,4204128,(not set),(not set),605.970001,
20251209,4204186,(not set),(not set),605.970001,
20251209,4204287,(not set),(not set),605.970001,
20251209,4204368,(not set),(not set),605.970001,
20251209,4204503,(not set),(not set),605.970001,
20251209,4204581,(not set),(not set),605.970001,
20251217,4214323,(not set),(not set),605.970001,
20251107,4164962,(not set),(not set),605.97,
20251123,4185791,(not set),(not set),605.97,
20251123,4186164,(not set),(not set),605.97,
20251210,4204786,(not set),(not set),605.97,
20251210,4204960,(not set),(not set),605.97,
20251210,4205229,(not set),(not set),605.97,
20251210,4205857,(not set),(not set),605.97,
20260112,4243937,(not set),(not set),605.97,
20251108,4168787,(not set),(not set),605.969999,
20251109,4169986,(not set),(not set),605.969998,
20251109,4170341,(not set),(not set),605.969998,
20251109,4170847,(not set),(not set),605.969998,
20251107,4162435,(not set),(not set),605.960001,
20251203,4197259,(not set),(not set),605.960001,
20251230,4224210,(not set),(not set),605.959999,
20251116,4179112,(not set),(not set),605.880001,
20251212,4208102,(not set),(not set),605.860002,
20251103,4138629,(not set),(not set),605.789998,
20260112,4243921,(not set),(not set),605.780002,
20251107,4166907,(not set),(not set),605.479999,
20251119,4181937,(not set),(not set),605.47,
20251210,4205401,(not set),(not set),605.259998,
20260108,4239914,(not set),(not set),605.169999,
20260110,4242556,(not set),(not set),605.169999,
20251217,4213979,(not set),(not set),604.98,
20251218,4214648,(not set),(not set),604.979999,
20251015,4117675,(not set),(not set),604.549998,
20251206,4200692,(not set),(not set),604.32,
20251125,4188458,(not set),(not set),604.17,
20251026,4131314,(not set),(not set),604.070001,
20251109,4131314,(not set),(not set),604.069999,
20251130,4194957,(not set),(not set),603.979999,
20251215,4210727,(not set),(not set),603.959998,
20251128,4192555,(not set),(not set),603.390001,
20251105,4150513,(not set),(not set),603.360002,
20251213,4208604,(not set),(not set),603.28,
20251113,4176097,(not set),(not set),603.169998,
20251027,4131641,(not set),(not set),602.980001,
20260103,4228947,(not set),(not set),602.980001,
20260103,4229657,(not set),(not set),602.980001,
20251223,4220033,(not set),(not set),602.979999,
20251020,4126621,(not set),(not set),602.480002,
20251124,4186702,(not set),(not set),602.480002,
20251225,4221104,(not set),(not set),602.480002,
20260113,4245389,(not set),(not set),602.480002,
20251025,4130854,(not set),(not set),602.480001,
20251107,4162881,(not set),(not set),602.480001,
20251107,4166955,(not set),(not set),602.480001,
20251107,4167135,(not set),(not set),602.480001,
20251121,4184358,(not set),(not set),602.480001,
20251209,4203703,(not set),(not set),602.480001,
20251209,4204034,(not set),(not set),602.480001,
20251218,4215489,(not set),(not set),602.480001,
20251219,4216235,(not set),(not set),602.480001,
20251221,4218008,(not set),(not set),602.480001,
20251016,4120071,(not set),(not set),602.48,
20251021,4127907,(not set),(not set),602.48,
20251117,4180683,(not set),(not set),602.48,
20251130,4194672,(not set),(not set),602.48,
20251206,4200895,(not set),(not set),602.48,
20251210,4205059,(not set),(not set),602.48,
20251217,4214559,(not set),(not set),602.48,
20251027,4131793,(not set),(not set),602.479999,
20251108,4167394,(not set),(not set),602.479999,
20251205,4199452,(not set),(not set),602.479999,
20251205,4199770,(not set),(not set),602.479999,
20251211,4206058,(not set),(not set),602.479999,
20251222,4218623,(not set),(not set),602.479999,
20251229,4224127,(not set),(not set),602.479999,
20260105,4236604,(not set),(not set),602.479999,
20260114,4246828,(not set),(not set),602.479999,
20260114,4247139,(not set),(not set),602.479999,
20251105,4150732,(not set),(not set),602.479998,
20251127,4191303,(not set),(not set),602.479998,
20251127,4191441,(not set),(not set),602.479998,
20251220,4217197,(not set),(not set),602.479998,
20251210,4205696,(not set),(not set),602.470002,
20251214,4209930,(not set),(not set),602.470001,
20251216,4213010,(not set),(not set),602.470001,
20251025,4130454,(not set),(not set),602.469999,
20251127,4191651,(not set),(not set),602.460002,
20251107,4163227,(not set),(not set),602.350001,
20251108,4167508,(not set),(not set),601.980001,
20251110,4171035,(not set),(not set),601.980001,
20251114,4177902,(not set),(not set),601.980001,
20251116,4179416,(not set),(not set),601.98,
20251123,4186460,(not set),(not set),601.979999,
20251117,4180450,(not set),(not set),601.979998,
20251230,4224554,(not set),(not set),601.979998,
20251202,4196383,(not set),(not set),601.969999,
20251202,4196394,(not set),(not set),601.969999,
20260107,4238868,(not set),(not set),601.96,
20260108,4240334,(not set),(not set),601.489998,
20260115,4248264,(not set),(not set),601.470001,
20251214,4210165,(not set),(not set),601.47,
20251212,4207826,(not set),(not set),601.260001,
20251104,4135953,(not set),(not set),601,
20251212,4207412,(not set),(not set),600.970002,
20251023,4129355,(not set),(not set),600.969999,
20251111,4173236,(not set),(not set),600.570002,
20260111,4243119,(not set),(not set),600.56,
20251120,4183186,(not set),(not set),600.469999,
20251126,4189178,(not set),(not set),600.349998,
20251211,4206847,(not set),(not set),600.000002,
20251216,4212126,(not set),(not set),599.989999,
20251217,4213982,(not set),(not set),599.989999,
20251220,4217650,(not set),(not set),599.980002,
20251217,4213562,(not set),(not set),599.980001,
20251217,4214224,(not set),(not set),599.980001,
20251217,4214308,(not set),(not set),599.980001,
20251111,4173515,(not set),(not set),599.98,
20251117,4180169,(not set),(not set),599.98,
20251205,4199605,(not set),(not set),599.98,
20251107,4166215,(not set),(not set),599.979999,
20260106,4237546,(not set),(not set),599.979999,
20251204,4198609,(not set),(not set),599.979998,
20251216,4212673,(not set),(not set),599.979998,
20251114,4177709,(not set),(not set),599.970001,
20251114,4177787,(not set),(not set),599.970001,
20251118,4180989,(not set),(not set),599.949998,
20260107,4239221,(not set),(not set),599.939999,
20260114,4246589,(not set),(not set),599.920001,
20251112,4175927,(not set),(not set),599.890001,
20251107,4165740,(not set),(not set),599.889999,
20251107,4165845,(not set),(not set),599.889999,
20251018,4123398,(not set),(not set),599.889998,
20251018,4123407,(not set),(not set),599.889998,
20251119,4182455,(not set),(not set),599.85,
20251209,4203718,(not set),(not set),599.759998,
20251029,4133775,(not set),(not set),599.470002,
20251030,4134829,(not set),(not set),599.360001,
20260105,4237134,(not set),(not set),599.180002,
20251205,4199624,(not set),(not set),599.000002,
20251219,4216383,(not set),(not set),598.980002,
20251120,4183656,(not set),(not set),598.979998,
20251107,4162728,(not set),(not set),598.960001,
20251108,4167886,(not set),(not set),598.960001,
20251215,4211002,(not set),(not set),598.960001,
20251214,4209662,(not set),(not set),598.959999,
20251129,4193753,(not set),(not set),598.959998,
20251130,4194253,(not set),(not set),598.959998,
20260112,4244030,(not set),(not set),598.959998,
20251027,4132312,(not set),(not set),598.910001,
20251206,4200568,(not set),(not set),598.759998,
20251204,4198971,(not set),(not set),598.35,
20251116,4179266,(not set),(not set),597.979999,
20251204,4198635,(not set),(not set),597.979999,
20251108,4168197,(not set),(not set),597.970002,
20251114,4177628,(not set),(not set),597.970002,
20251205,4200226,(not set),(not set),597.970002,
20251208,4202223,(not set),(not set),597.970002,
20251125,4187904,(not set),(not set),597.970001,
20251209,4204322,(not set),(not set),597.970001,
20251209,4204629,(not set),(not set),597.970001,
20251210,4205092,(not set),(not set),597.970001,
20251210,4205108,(not set),(not set),597.970001,
20251210,4205254,(not set),(not set),597.970001,
20251213,4208581,(not set),(not set),597.970001,
20251113,4176393,(not set),(not set),597.97,
20251113,4176720,(not set),(not set),597.97,
20251207,4202057,(not set),(not set),597.97,
20251215,4210229,(not set),(not set),597.97,
20251217,4213760,(not set),(not set),597.97,
20251217,4214166,(not set),(not set),597.97,
20251130,4194217,(not set),(not set),597.969998,
20251223,4219710,(not set),(not set),597.969998,
20251103,4138324,(not set),(not set),597.479999,
20251230,4224203,(not set),(not set),597.479998,
20251211,4206658,(not set),(not set),597.289998,
20251230,4224882,(not set),(not set),597.169999,
20251230,4224566,(not set),(not set),597.160001,
20251217,4214488,(not set),(not set),596.979998,
20251130,4183441,(not set),(not set),596.970001,
20251120,4183441,(not set),(not set),596.97,
20251203,4198183,(not set),(not set),596.97,
20251215,4210622,(not set),(not set),596.880001,
20251207,4201855,(not set),(not set),596.870002,
20251114,4177779,(not set),(not set),596.870001,
20251107,4163351,(not set),(not set),596.459999,
20251103,4138353,(not set),(not set),596.370001,
20251124,4187028,(not set),(not set),596.070002,
20251118,4181524,(not set),(not set),595.98,
20251209,4203728,(not set),(not set),595.969999,
20251209,4203787,(not set),(not set),595.969999,
20251115,4178897,(not set),(not set),595.869998,
20251216,4212851,(not set),(not set),595.860002,
20260114,4247044,(not set),(not set),594.98,
20260101,4225621,(not set),(not set),594.970002,
20251226,4221766,(not set),(not set),594.970001,
20260115,4247520,(not set),(not set),594.970001,
20251022,4128227,(not set),(not set),594.960001,
20251126,4189108,(not set),(not set),594.870001,
20251224,4220597,(not set),(not set),594.859999,
20251102,4137687,(not set),(not set),594.849999,
20251107,4162461,(not set),(not set),594.78,
20251219,4216470,(not set),(not set),594.479999,
20251223,4219499,(not set),(not set),594.479998,
20251019,4125443,(not set),(not set),594.46,
20260114,4246946,(not set),(not set),594.41,
20251031,4135449,(not set),(not set),594.360001,
20251214,4210112,(not set),(not set),593.979999,
20251110,4171660,(not set),(not set),593.979998,
20251230,4224575,(not set),(not set),593.97,
20251204,4198538,(not set),(not set),593.969999,
20251114,4177775,(not set),(not set),593.880002,
20251219,4216242,(not set),(not set),593.570001,
20251224,4220781,(not set),(not set),593.570001,
20251206,4201016,(not set),(not set),593.57,
20251229,4223431,(not set),(not set),593.569999,
20251112,4175276,(not set),(not set),593.170001,
20251111,4173149,(not set),(not set),592.980001,
20251107,4162617,(not set),(not set),592.97,
20251212,4207825,(not set),(not set),592.97,
20251213,4209115,(not set),(not set),592.969998,
20251113,4176830,(not set),(not set),592.480001,
20251121,4184047,(not set),(not set),592.480001,
20251027,4132138,(not set),(not set),592.479999,
20251114,4177259,(not set),(not set),592.479999,
20251217,4213531,(not set),(not set),592.279999,
20251227,4222283,(not set),(not set),592.049999,
20251206,4200627,(not set),(not set),591.980002,
20251111,4173582,(not set),(not set),591.980001,
20251208,4202232,(not set),(not set),591.980001,
20251208,4202489,(not set),(not set),591.980001,
20251208,4202559,(not set),(not set),591.980001,
20251209,4203788,(not set),(not set),591.980001,
20251209,4203960,(not set),(not set),591.980001,
20251209,4204089,(not set),(not set),591.980001,
20251209,4204205,(not set),(not set),591.980001,
20251209,4204338,(not set),(not set),591.980001,
20251209,4204354,(not set),(not set),591.980001,
20251209,4204373,(not set),(not set),591.980001,
20251209,4204439,(not set),(not set),591.980001,
20251209,4204530,(not set),(not set),591.980001,
20251212,4207589,(not set),(not set),591.980001,
20251214,4210152,(not set),(not set),591.980001,
20251107,4163203,(not set),(not set),591.98,
20251107,4164969,(not set),(not set),591.98,
20251107,4165752,(not set),(not set),591.98,
20251107,4166429,(not set),(not set),591.98,
20251107,4167265,(not set),(not set),591.98,
20251108,4167821,(not set),(not set),591.98,
20251108,4168482,(not set),(not set),591.98,
20251118,4180956,(not set),(not set),591.98,
20251204,4199238,(not set),(not set),591.98,
20251228,4222853,(not set),(not set),591.98,
20260103,4229671,(not set),(not set),591.98,
20251109,4170806,(not set),(not set),591.979999,
20251109,4170918,(not set),(not set),591.979999,
20251128,4192455,(not set),(not set),591.979999,
20251207,4201847,(not set),(not set),591.979999,
20251211,4206403,(not set),(not set),591.979999,
20251211,4206409,(not set),(not set),591.979999,
20251211,4206415,(not set),(not set),591.979999,
20251218,4214664,(not set),(not set),591.979999,
20251110,4172156,(not set),(not set),591.979998,
20251113,4176501,(not set),(not set),591.979998,
20251113,4176761,(not set),(not set),591.979998,
20251113,4176889,(not set),(not set),591.979998,
20251125,4188355,(not set),(not set),591.979998,
20251201,4195481,(not set),(not set),591.979998,
20251202,4196422,(not set),(not set),591.979998,
20251205,4200328,(not set),(not set),591.979998,
20251210,4205013,(not set),(not set),591.979998,
20251210,4205739,(not set),(not set),591.979998,
20251215,4210252,(not set),(not set),591.979998,
20251215,4210668,(not set),(not set),591.979998,
20251216,4212806,(not set),(not set),591.979998,
20251216,4213162,(not set),(not set),591.979998,
20251220,4217593,(not set),(not set),591.979998,
20260105,4235750,(not set),(not set),591.979998,
20251106,4162243,(not set),(not set),591.970002,
20251222,4219404,(not set),(not set),591.970002,
20260102,4226665,(not set),(not set),591.97,
20251112,4175217,(not set),(not set),591.969999,
20251124,4187369,(not set),(not set),591.760002,
20251126,4190244,(not set),(not set),591.480002,
20251213,4208721,(not set),(not set),591.28,
20251207,4201758,(not set),(not set),591.16,
20251112,4175517,(not set),(not set),591.050001,
20251116,4179373,(not set),(not set),591.050001,
20251022,4128093,(not set),(not set),590.979999,
20251229,4223374,(not set),(not set),590.970002,
20251117,4179749,(not set),(not set),590.970001,
20251203,4197099,(not set),(not set),590.970001,
20251026,4131221,(not set),(not set),590.97,
20251106,4162066,(not set),(not set),590.969999,
20251110,4171830,(not set),(not set),590.879998,
20251201,4195811,(not set),(not set),590.869998,
20251027,4132336,(not set),(not set),590.670001,
20251226,4221499,(not set),(not set),590.670001,
20260105,4235908,(not set),(not set),590.57,
20251203,4197167,(not set),(not set),590.569999,
20251017,4121938,(not set),(not set),590.540001,
20251102,4137408,(not set),(not set),590.48,
20251108,4168242,(not set),(not set),590.15,
20251015,4118085,(not set),(not set),590.079999,
20251113,4175629,(not set),(not set),589.98,
20251122,4185587,(not set),(not set),589.970001,
20251102,4137771,(not set),(not set),589.97,
20251225,4221408,(not set),(not set),589.560001,
20251107,4164396,(not set),(not set),588.980002,
20260110,4242290,(not set),(not set),588.979998,
20260107,4239212,(not set),(not set),588.970001,
20251108,4168810,(not set),(not set),588.97,
20251229,4223830,(not set),(not set),588.969998,
20251215,4211293,(not set),(not set),588.88,
20260115,4247690,(not set),(not set),588.88,
20260108,4239752,(not set),(not set),588.789999,
20251028,4133010,(not set),(not set),588.479999,
20251018,4123532,(not set),(not set),588.47,
20251026,4131288,(not set),(not set),588.459998,
20251026,4131519,(not set),(not set),588.35,
20251215,4211322,(not set),(not set),587.970002,
20251102,4137674,(not set),(not set),587.97,
20251209,4203519,(not set),(not set),587.97,
20251209,4203558,(not set),(not set),587.97,
20251209,4203906,(not set),(not set),587.97,
20251209,4203912,(not set),(not set),587.97,
20251208,4202737,(not set),(not set),587.969999,
20251208,4203140,(not set),(not set),587.969999,
20251020,4125996,(not set),(not set),587.96,
20251229,4223636,(not set),(not set),587.930001,
20251205,4200370,(not set),(not set),587.869999,
20251219,4216465,(not set),(not set),587.580002,
20251225,4221232,(not set),(not set),587.579998,
20251218,4215544,(not set),(not set),587.270002,
20251113,4176261,(not set),(not set),586.980002,
20251109,4170981,(not set),(not set),586.979999,
20251028,4132589,(not set),(not set),586.97,
20251030,4134919,(not set),(not set),586.969998,
20251204,4198576,(not set),(not set),586.969998,
20251123,4186321,(not set),(not set),586.890001,
20251202,4196555,(not set),(not set),586.87,
20251016,4120433,(not set),(not set),586.660001,
20251222,4218570,(not set),(not set),586.569999,
20251217,4214142,(not set),(not set),586.480002,
20260107,4238760,(not set),(not set),586.48,
20251017,4122080,(not set),(not set),586.059998,
20251217,4214377,(not set),(not set),585.980002,
20251209,4203980,(not set),(not set),585.970002,
20260107,4239066,(not set),(not set),585.970002,
20260106,4237979,(not set),(not set),585.97,
20260110,4242029,(not set),(not set),585.969998,
20251208,4203292,(not set),(not set),585.879998,
20251221,4217738,(not set),(not set),585.870002,
20251225,4221107,(not set),(not set),585.570001,
20251228,4223132,(not set),(not set),585.570001,
20251209,4204517,(not set),(not set),585.529998,
20251228,4223060,(not set),(not set),585.480002,
20251223,4219910,(not set),(not set),585.48,
20251029,4133552,(not set),(not set),585.37,
20251021,4127814,(not set),(not set),585.360002,
20251020,4126075,(not set),(not set),585.06,
20251031,4135573,(not set),(not set),585.06,
20251207,4201488,(not set),(not set),584.980002,
20260110,4242633,(not set),(not set),584.979998,
20251104,4139173,(not set),(not set),584.97,
20251110,4171687,(not set),(not set),584.97,
20260102,4227742,(not set),(not set),584.97,
20251222,4219288,(not set),(not set),584.969998,
20260107,4239032,(not set),(not set),584.890001,
20251203,4197504,(not set),(not set),584.579999,
